Mod:Item:MetaData, Localized Name
NuclearCraft:fuel:131, Depleted LEA-242 Oxide Fuel Cell
NuclearCraft:fuel:132, Depleted HEA-242 Oxide Fuel Cell
NuclearCraft:fuel:133, Depleted LEC-243 Oxide Fuel Cell
NuclearCraft:fuel:134, Depleted HEC-243 Oxide Fuel Cell
NuclearCraft:fuel:135, Depleted LEC-245 Oxide Fuel Cell
NuclearCraft:fuel:136, Depleted HEC-245 Oxide Fuel Cell
NuclearCraft:fuel:137, Depleted LEC-247 Oxide Fuel Cell
NuclearCraft:fuel:138, Depleted HEC-247 Oxide Fuel Cell
NuclearCraft:fuel:139, Americium RTG Capsule
NuclearCraft:fuel:140, Californium RTG Capsule
NuclearCraft:material:0, Copper Ingot
NuclearCraft:material:1, Tin Ingot
NuclearCraft:material:2, Lead Ingot
NuclearCraft:material:3, Silver Ingot
NuclearCraft:material:4, Uranium Ingot
NuclearCraft:material:5, Thorium Ingot
NuclearCraft:material:6, Bronze Ingot
NuclearCraft:material:7, Tough Alloy Ingot
NuclearCraft:material:8, Crushed Iron
NuclearCraft:material:9, Crushed Gold
NuclearCraft:material:10, Crushed Lapis
NuclearCraft:material:11, Crushed Diamond
NuclearCraft:material:12, Crushed Emerald
NuclearCraft:material:13, Crushed Quartz
NuclearCraft:material:14, Crushed Coal
NuclearCraft:material:15, Crushed Copper
NuclearCraft:material:16, Crushed Tin
NuclearCraft:material:17, Crushed Lead
NuclearCraft:material:18, Crushed Silver
NuclearCraft:material:19, Crushed Uranium
NuclearCraft:material:20, Crushed Thorium
NuclearCraft:material:21, Crushed Bronze
NuclearCraft:material:22, Tough Alloy Dust
NuclearCraft:material:23, Tiny Pile of Crushed Lead
NuclearCraft:material:24, Uranium-238
NuclearCraft:material:25, Tiny Lump of Uranium-238
NuclearCraft:material:26, Uranium-235
NuclearCraft:material:27, Tiny Lump of Uranium-235
NuclearCraft:material:28, Uranium-233
NuclearCraft:material:29, Tiny Lump of Uranium-233
NuclearCraft:material:30, Plutonium-238
NuclearCraft:material:31, Tiny Lump of Plutonium-238
NuclearCraft:material:32, Plutonium-239
NuclearCraft:material:33, Tiny Lump of Plutonium-239
NuclearCraft:material:34, Plutonium-242
NuclearCraft:material:35, Tiny Lump of Plutonium-242
NuclearCraft:material:36, Plutonium-241
NuclearCraft:material:37, Tiny Lump of Plutonium-241
NuclearCraft:material:38, Thorium-232
NuclearCraft:material:39, Tiny Lump of Thorium-232
NuclearCraft:material:40, Thorium-230
NuclearCraft:material:41, Tiny Lump of Thorium-230
NuclearCraft:material:42, Lithium Ingot
NuclearCraft:material:43, Boron Ingot
NuclearCraft:material:44, Crushed Lithium
NuclearCraft:material:45, Crushed Boron
NuclearCraft:material:46, Lithium-6
NuclearCraft:material:47, Lithium-7
NuclearCraft:material:48, Boron-10
NuclearCraft:material:49, Boron-11
NuclearCraft:material:50, Magnesium Ingot
NuclearCraft:material:51, Crushed Magnesium
NuclearCraft:material:52, Crushed Obsidian
NuclearCraft:material:53, Uranium Oxide Ingot
NuclearCraft:material:54, Crushed Uranium Oxide
NuclearCraft:material:55, Uranium-238 Oxide
NuclearCraft:material:56, Tiny Lump of Uranium-238 Oxide
NuclearCraft:material:57, Uranium-235 Oxide
NuclearCraft:material:58, Tiny Lump of Uranium-235 Oxide
NuclearCraft:material:59, Uranium-233 Oxide
NuclearCraft:material:60, Tiny Lump of Uranium-233 Oxide
NuclearCraft:material:61, Plutonium-238 Oxide
NuclearCraft:material:62, Tiny Lump of Plutonium-238 Oxide
NuclearCraft:material:63, Plutonium-239 Oxide
NuclearCraft:material:64, Tiny Lump of Plutonium-239 Oxide
NuclearCraft:material:65, Plutonium-242 Oxide
NuclearCraft:material:66, Tiny Lump of Plutonium-242 Oxide
NuclearCraft:material:67, Plutonium-241 Oxide
NuclearCraft:material:68, Tiny Lump of Plutonium-241 Oxide
NuclearCraft:material:69, Tiny Lump of Lithium-6
NuclearCraft:material:70, Tiny Lump of Boron-10
NuclearCraft:material:71, Magnesium Diboride Ingot
NuclearCraft:material:72, Crushed Magnesium Diboride
NuclearCraft:material:73, Rhodochrosite
NuclearCraft:material:74, Crushed Manganese Oxide
NuclearCraft:material:75, Crushed Manganese Dioxide
NuclearCraft:material:76, Graphite Ingot
NuclearCraft:material:77, Crushed Graphite
NuclearCraft:material:78, Hard Carbon Ingot
NuclearCraft:material:79, Crushed Hard Carbon
NuclearCraft:material:80, Lithium Manganese Dioxide Ingot
NuclearCraft:material:81, Crushed Lithium Manganese Dioxide
NuclearCraft:material:82, Thorium-232 Oxide
NuclearCraft:material:83, Tiny Lump of Thorium-232 Oxide
NuclearCraft:material:84, Thorium-230 Oxide
NuclearCraft:material:85, Tiny Lump of Thorium-230 Oxide
NuclearCraft:material:86, Neptunium-236
NuclearCraft:material:87, Tiny Lump of Neptunium-236
NuclearCraft:material:88, Neptunium-237
NuclearCraft:material:89, Tiny Lump of Neptunium-237
NuclearCraft:material:90, Americium-241
NuclearCraft:material:91, Tiny Lump of Americium-241
NuclearCraft:material:92, Americium-242
NuclearCraft:material:93, Tiny Lump of Americium-242
NuclearCraft:material:94, Americium-243
NuclearCraft:material:95, Tiny Lump of Americium-243
NuclearCraft:material:96, Curium-243
NuclearCraft:material:97, Tiny Lump of Curium-243
NuclearCraft:material:98, Curium-245
NuclearCraft:material:99, Tiny Lump of Curium-245
NuclearCraft:material:100, Curium-246
NuclearCraft:material:101, Tiny Lump of Curium-246
NuclearCraft:material:102, Curium-247
NuclearCraft:material:103, Tiny Lump of Curium-247
NuclearCraft:material:104, Neptunium-236 Oxide
NuclearCraft:material:105, Tiny Lump of Neptunium-236 Oxide
NuclearCraft:material:106, Neptunium-237 Oxide
NuclearCraft:material:107, Tiny Lump of Neptunium-237 Oxide
NuclearCraft:material:108, Americium-241 Oxide
NuclearCraft:material:109, Tiny Lump of Americium-241 Oxide
NuclearCraft:material:110, Americium-242 Oxide
NuclearCraft:material:111, Tiny Lump of Americium-242 Oxide
NuclearCraft:material:112, Americium-243 Oxide
NuclearCraft:material:113, Tiny Lump of Americium-243 Oxide
NuclearCraft:material:114, Curium-243 Oxide
NuclearCraft:material:115, Tiny Lump of Curium-243 Oxide
NuclearCraft:material:116, Curium-245 Oxide
NuclearCraft:material:117, Tiny Lump of Curium-245 Oxide
NuclearCraft:material:118, Curium-246 Oxide
NuclearCraft:material:119, Tiny Lump of Curium-246 Oxide
NuclearCraft:material:120, Curium-247 Oxide
NuclearCraft:material:121, Tiny Lump of Curium-247 Oxide
NuclearCraft:material:122, Californium-250
NuclearCraft:material:123, Tiny Lump of Californium-250
NuclearCraft:material:124, Californium-250 Oxide
NuclearCraft:material:125, Tiny Lump of Californium-250 Oxide
NuclearCraft:material:126, Thorium Oxide Ingot
NuclearCraft:material:127, Crushed Thorium Oxide
NuclearCraft:parts:0, Basic Plating
NuclearCraft:parts:1, Iron Plating
NuclearCraft:parts:2, Convection Powered Grinder
NuclearCraft:parts:3, Reinforced Plating
NuclearCraft:parts:4, Universal Reactant
NuclearCraft:parts:5, Small Nuclear Chamber
NuclearCraft:parts:6, Tin Plating
NuclearCraft:parts:7, Infinite Water Source
NuclearCraft:parts:8, Depleted Uranium Plating
NuclearCraft:parts:9, Advanced Plating
NuclearCraft:parts:10, Iron Grating
NuclearCraft:parts:11, Gold Contact
NuclearCraft:parts:12, Copper Wiring
NuclearCraft:parts:13, Tin Tubing
NuclearCraft:parts:14, Lead Plating
NuclearCraft:parts:15, Silver Panel
NuclearCraft:parts:16, Bronze Bearing
NuclearCraft:parts:17, Magnesium Diboride Wiring
NuclearCraft:parts:18, Computer Plate
NuclearCraft:parts:19, Mechanical Part
NuclearCraft:parts:20, Bioplastic
NuclearCraft:dominoes, Domino's Special
NuclearCraft:boiledEgg, Boiled Egg
NuclearCraft:ricecake, Ricecake (without Fish)
NuclearCraft:fishAndRicecake, Fish and a Ricecake
NuclearCraft:upgradeSpeed, Speed Upgrade
NuclearCraft:upgradeEnergy, Energy Upgrade
NuclearCraft:nuclearGrenade, Nuclear Grenade
NuclearCraft:nuclearGrenadeThrown, item.nuclearGrenadeThrown.name
NuclearCraft:portableEnderChest, Portable Ender Chest
NuclearCraft:bronzePickaxe, Bronze Pickaxe
NuclearCraft:bronzeShovel, Bronze Shovel
NuclearCraft:bronzeAxe, Bronze Axe
NuclearCraft:bronzeHoe, Bronze Hoe
NuclearCraft:bronzeSword, Bronze Sword
NuclearCraft:boronPickaxe, Boron Pickaxe
NuclearCraft:boronShovel, Boron Shovel
NuclearCraft:boronAxe, Boron Axe
NuclearCraft:boronHoe, Boron Hoe
NuclearCraft:boronSword, Boron Sword
NuclearCraft:toughAlloyPickaxe, Tough Alloy Pickaxe
NuclearCraft:toughAlloyShovel, Tough Alloy Shovel
NuclearCraft:toughAlloyAxe, Tough Alloy Axe
NuclearCraft:toughAlloyHoe, Tough Alloy Hoe
NuclearCraft:toughAlloySword, Tough Alloy Sword
NuclearCraft:toughAlloyPaxel, Tough Alloy Spaxeloe
NuclearCraft:dUPickaxe, Depleted Uranium Pickaxe
NuclearCraft:dUShovel, Depleted Uranium Shovel
NuclearCraft:dUAxe, Depleted Uranium Axe
NuclearCraft:dUHoe, Depleted Uranium Hoe
NuclearCraft:dUSword, Depleted Uranium Sword
NuclearCraft:dUPaxel, Depleted Uranium Spaxeloe
NuclearCraft:toughBow, Tough Alloy Bow
NuclearCraft:pistol, Pistol
NuclearCraft:dUBullet, DU Bullet
NuclearCraft:toughHelm, Tough Alloy Helmet
NuclearCraft:toughChest, Tough Alloy Chestplate
NuclearCraft:toughLegs, Tough Alloy Leggings
NuclearCraft:toughBoots, Tough Alloy Boots
NuclearCraft:boronHelm, Boron Helmet
NuclearCraft:boronChest, Boron Chestplate
NuclearCraft:boronLegs, Boron Leggings
NuclearCraft:boronBoots, Boron Boots
NuclearCraft:bronzeHelm, Bronze Helmet
NuclearCraft:bronzeChest, Bronze Chestplate
NuclearCraft:bronzeLegs, Bronze Leggings
NuclearCraft:bronzeBoots, Bronze Boots
NuclearCraft:dUHelm, Depleted Uranium Helmet
NuclearCraft:dUChest, Depleted Uranium Chestplate
NuclearCraft:dULegs, Depleted Uranium Leggings
NuclearCraft:dUBoots, Depleted Uranium Boots
NuclearCraft:recordPractice, NuclearCraft Music Disc
NuclearCraft:recordArea51, NuclearCraft Music Disc
NuclearCraft:recordNeighborhood, NuclearCraft Music Disc
NuclearCraft:blank, Blank
NuclearCraft:antimatter, Antimatter (Temporary)
NuclearCraft:lithiumIonBattery, Lithium Ion Battery
ThermalExpansion:wrench:0, Crescent Hammer
ThermalExpansion:tool.battleWrenchInvar, BattleWrench
ThermalExpansion:igniter, item.thermalexpansion.tool.name
ThermalExpansion:chiller, item.thermalexpansion.tool.name
ThermalExpansion:pump, item.thermalexpansion.tool.name
ThermalExpansion:transfuser, item.thermalexpansion.tool.name
ThermalExpansion:capacitor:0, Creative Flux Capacitor
ThermalExpansion:capacitor:1, Tuberous Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:satchel:0, Creative Satchel
ThermalExpansion:satchel:1, Satchel
ThermalExpansion:satchel:2, Hardened Satchel
ThermalExpansion:satchel:3, Reinforced Satchel
ThermalExpansion:satchel:4, Resonant Satchel
ThermalExpansion:florb:0, Invalid Item (Destroy) (Empty§r)
ThermalExpansion:florb:1, Invalid Item (Destroy) (Empty§r)
OpenComputers:item:27, Arithmetic Logic Unit (ALU)
OpenComputers:item:101, Accelerated Processing Unit (APU) (Tier 2)
OpenComputers:item:102, Accelerated Processing Unit (APU) (Tier 3)
OpenComputers:item:103, Accelerated Processing Unit (APU) (Creative)
OpenComputers:item:18, Grog
OpenComputers:item:0, Analyzer
OpenComputers:item:21, Arrow Keys
OpenComputers:item:20, Button Group
OpenComputers:item:29, Central Processing Unit (CPU) (Tier 1)
OpenComputers:item:42, Central Processing Unit (CPU) (Tier 2)
OpenComputers:item:43, Central Processing Unit (CPU) (Tier 3)
OpenComputers:item:33, Card Base
OpenComputers:item:96, Chamelium
OpenComputers:item:31, Circuit Board
OpenComputers:item:70, Component Bus (Tier 1)
OpenComputers:item:71, Component Bus (Tier 2)
OpenComputers:item:72, Component Bus (Tier 3)
OpenComputers:item:114, Component Bus (Creative)
OpenComputers:item:28, Control Unit (CU)
OpenComputers:item:17, Cutting Wire
OpenComputers:item:104, Data Card (Tier 1)
OpenComputers:item:105, Data Card (Tier 2)
OpenComputers:item:106, Data Card (Tier 3)
OpenComputers:item:73, Debug Card
OpenComputers:item:81, Network Debugger
OpenComputers:item:111, Diamond Chip
OpenComputers:item:19, Disk Platter
OpenComputers:item:109, Disk Drive
OpenComputers:item:83, Drone Case (Tier 1)
OpenComputers:item:87, Drone Case (Tier 2)
OpenComputers:item:91, Drone Case (Creative)
OpenComputers:item:4, Floppy Disk
OpenComputers:item:8, Graphics Card (Tier 1)
OpenComputers:item:9, Graphics Card (Tier 2)
OpenComputers:item:10, Graphics Card (Tier 3)
OpenComputers:item:5, Hard Disk Drive (Tier 1) (1MB)
OpenComputers:item:6, Hard Disk Drive (Tier 2) (2MB)
OpenComputers:item:7, Hard Disk Drive (Tier 3) (4MB)
OpenComputers:item:95, Ink Cartridge
OpenComputers:item:94, Ink Cartridge (Empty)
OpenComputers:item:44, Internet Card
OpenComputers:item:48, Interweb
OpenComputers:item:51, Linked Card
OpenComputers:item:98, OpenComputers Manual
OpenComputers:item:1, Memory (Tier 1)
OpenComputers:item:50, Memory (Tier 1.5)
OpenComputers:item:2, Memory (Tier 2)
OpenComputers:item:3, Memory (Tier 2.5)
OpenComputers:item:38, Memory (Tier 3)
OpenComputers:item:39, Memory (Tier 3.5)
OpenComputers:item:24, Microchip (Tier 1)
OpenComputers:item:25, Microchip (Tier 2)
OpenComputers:item:26, Microchip (Tier 3)
OpenComputers:item:82, Microcontroller Case (Tier 1)
OpenComputers:item:86, Microcontroller Case (Tier 2)
OpenComputers:item:90, Microcontroller Case (Creative)
OpenComputers:item:107, Nanomachines
OpenComputers:item:11, Network Card
OpenComputers:item:22, Numeric Keypad
OpenComputers:item:32, Printed Circuit Board (PCB)
OpenComputers:item:30, Raw Circuit Board
OpenComputers:item:66, Redstone Card (Tier 1)
OpenComputers:item:45, Server (Tier 1)
OpenComputers:item:46, Server (Tier 2)
OpenComputers:item:40, Server (Tier 3)
OpenComputers:item:69, Server (Creative)
OpenComputers:item:74, Tablet Case (Tier 1)
OpenComputers:item:92, Tablet Case (Tier 2)
OpenComputers:item:93, Tablet Case (Creative)
OpenComputers:item:41, Remote Terminal
OpenComputers:item:108, Terminal Server
OpenComputers:item:97, Texture Picker
OpenComputers:item:23, Transistor
OpenComputers:item:49, Angel Upgrade
OpenComputers:item:63, Battery Upgrade (Tier 1)
OpenComputers:item:64, Battery Upgrade (Tier 2)
OpenComputers:item:65, Battery Upgrade (Tier 3)
OpenComputers:item:62, Chunkloader Upgrade
OpenComputers:item:57, Card Container (Tier 1)
OpenComputers:item:58, Card Container (Tier 2)
OpenComputers:item:59, Card Container (Tier 3)
OpenComputers:item:54, Upgrade Container (Tier 1)
OpenComputers:item:55, Upgrade Container (Tier 2)
OpenComputers:item:56, Upgrade Container (Tier 3)
OpenComputers:item:14, Crafting Upgrade
OpenComputers:item:78, Database Upgrade (Tier 1)
OpenComputers:item:79, Database Upgrade (Tier 2)
OpenComputers:item:80, Database Upgrade (Tier 3)
OpenComputers:item:52, Experience Upgrade
OpenComputers:item:15, Generator Upgrade
OpenComputers:item:99, Hover Upgrade (Tier 1)
OpenComputers:item:100, Hover Upgrade (Tier 2)
OpenComputers:item:53, Inventory Upgrade
OpenComputers:item:61, Inventory Controller Upgrade
OpenComputers:item:85, Leash Upgrade
OpenComputers:item:112, MFU
OpenComputers:item:36, Navigation Upgrade
OpenComputers:item:75, Piston Upgrade
OpenComputers:item:35, Sign I/O Upgrade
OpenComputers:item:34, Solar Generator Upgrade
OpenComputers:item:76, Tank Upgrade
OpenComputers:item:77, Tank Controller Upgrade
OpenComputers:item:67, Tractor Beam Upgrade
OpenComputers:item:110, Trading Upgrade
OpenComputers:item:113, Wireless Network Card (Tier 1)
OpenComputers:item:13, Wireless Network Card (Tier 2)
OpenComputers:item:84, Crecopter
OpenComputers:item:0, Microcontroller
OpenComputers:item:0, Creatix
OpenComputers:item:68, Tablet
OpenComputers:item:0, Hover Boots
OpenComputers:item:0, EEPROM (Lua BIOS)
OpenComputers:eeprom, EEPROM
OpenComputers:wrench, Scrench
OpenComputers:hoverBoots, Hover Boots
physica:item.metaCircuit:0, Basic Circuit
physica:item.metaCircuit:1, Advanced Circuit
physica:item.metaCircuit:2, Elite Circuit
physica:item.metaPlate:0, Iron Plate
physica:item.metaPlate:1, Steel Plate
physica:item.metaPlate:2, Lead Plate
physica:item.metaIngot:0, Tin Ingot
physica:item.metaIngot:1, Copper Ingot
physica:item.metaIngot:2, Steel Ingot
physica:item.metaIngot:3, Lead Ingot
physica:item.metaIngot:4, Silver Ingot
physica:item.metaIngot:5, Superconductor Ingot
physica:item.metaBlend:0, Superconductor Blend
physica:item.wrench, Wrench
physica:item.motor, Motor
physica:item.phyBattery, Battery
physica:item.multimeter, Multimeter
physica:item.emptyCell, Empty Cell
physicanuclearphysics:item.antimatterCell100Milligram, Antimatter Cell
physicanuclearphysics:item.antimatterCell1Gram, Antimatter Cell
physicanuclearphysics:item.darkmatterCell, Dark Matter Cell
physicanuclearphysics:item.fuelCellFissile, Fuel Cell
physicanuclearphysics:item.fuelCellBreeder, Fuel Cell
physicanuclearphysics:item.emptyElectromagneticCell, Empty Electromagnetic Cell
physicanuclearphysics:item.emptyQuantumCell, Empty Quantum Cell
physicanuclearphysics:item.heavyWaterCell, Heavy Water Cell
physicanuclearphysics:item.deuteriumCell, Deuterium Cell
physicanuclearphysics:item.tritiumCell, Tritium Cell
physicanuclearphysics:item.uranium235, Uranium
physicanuclearphysics:item.uranium238, Uranium
physicanuclearphysics:item.yellowcake, Yellowcake
physicanuclearphysics:item.HazmatHelmet, Hazmat Suit Helmet
physicanuclearphysics:item.HazmatPlate, Hazmat Suit Chestplate
physicanuclearphysics:item.HazmatLegs, Hazmat Suit Leggings
physicanuclearphysics:item.HazmatBoots, Hazmat Suit Boots
physicanuclearphysics:item.ReinforcedHazmatHelmet, Reinforced Hazmat Suit Helmet
physicanuclearphysics:item.ReinforcedHazmatPlate, Reinforced Hazmat Suit Chestplate
physicanuclearphysics:item.ReinforcedHazmatLegs, Reinforced Hazmat Suit Leggings
physicanuclearphysics:item.ReinforcedHazmatBoots, Reinforced Hazmat Suit Boots
physicanuclearphysics:item.geigerCounter, Geiger Counter
ProjectE:item.pe_philosophers_stone, Philosopher's Stone
ProjectE:item.pe_alchemical_bag:0, Alchemical Bag (White)
ProjectE:item.pe_alchemical_bag:1, Alchemical Bag (Orange)
ProjectE:item.pe_alchemical_bag:2, Alchemical Bag (Magenta)
ProjectE:item.pe_alchemical_bag:3, Alchemical Bag (Light Blue)
ProjectE:item.pe_alchemical_bag:4, Alchemical Bag (Yellow)
ProjectE:item.pe_alchemical_bag:5, Alchemical Bag (Lime)
ProjectE:item.pe_alchemical_bag:6, Alchemical Bag (Pink)
ProjectE:item.pe_alchemical_bag:7, Alchemical Bag (Gray)
ProjectE:item.pe_alchemical_bag:8, Alchemical Bag (Light Gray)
ProjectE:item.pe_alchemical_bag:9, Alchemical Bag (Cyan)
ProjectE:item.pe_alchemical_bag:10, Alchemical Bag (Purple)
ProjectE:item.pe_alchemical_bag:11, Alchemical Bag (Blue)
ProjectE:item.pe_alchemical_bag:12, Alchemical Bag (Brown)
ProjectE:item.pe_alchemical_bag:13, Alchemical Bag (Green)
ProjectE:item.pe_alchemical_bag:14, Alchemical Bag (Red)
ProjectE:item.pe_alchemical_bag:15, Alchemical Bag (Black)
ProjectE:item.pe_repair_talisman, Repair Talisman
ProjectE:item.pe_klein_star:0, Klein Star Ein
ProjectE:item.pe_klein_star:1, Klein Star Zwei
ProjectE:item.pe_klein_star:2, Klein Star Drei
ProjectE:item.pe_klein_star:3, Klein Star Vier
ProjectE:item.pe_klein_star:4, Klein Star Sphere
ProjectE:item.pe_klein_star:5, Klein Star Omega
ProjectE:item.pe_fuel:0, Alchemical Coal
ProjectE:item.pe_fuel:1, Mobius Fuel
ProjectE:item.pe_fuel:2, Aeternalis Fuel
ProjectE:item.pe_covalence_dust:0, Low Covalence Dust
ProjectE:item.pe_covalence_dust:1, Medium Covalence Dust
ProjectE:item.pe_covalence_dust:2, High Covalence Dust
ProjectE:item.pe_matter:0, Dark Matter
ProjectE:item.pe_matter:1, Red Matter
ProjectE:item.pe_dm_pick, Dark Matter Pickaxe
ProjectE:item.pe_dm_axe, Dark Matter Axe
ProjectE:item.pe_dm_shovel, Dark Matter Shovel
ProjectE:item.pe_dm_sword, Dark Matter Sword
ProjectE:item.pe_dm_hoe, Dark Matter Hoe
ProjectE:item.pe_dm_shears, Dark Matter Shears
ProjectE:item.pe_dm_hammer, Dark Matter Hammer
ProjectE:item.pe_rm_pick, Red Matter Pickaxe
ProjectE:item.pe_rm_axe, Red Matter Axe
ProjectE:item.pe_rm_shovel, Red Matter Shovel
ProjectE:item.pe_rm_sword, Red Matter Sword
ProjectE:item.pe_rm_hoe, Red Matter Hoe
ProjectE:item.pe_rm_shears, Red Matter Shears
ProjectE:item.pe_rm_hammer, Red Matter Hammer
ProjectE:item.pe_rm_katar, Red Katar
ProjectE:item.pe_rm_morning_star, Red Morningstar
ProjectE:item.pe_dm_armor_0, Dark Matter Helmet
ProjectE:item.pe_dm_armor_1, Dark Matter Chestplate
ProjectE:item.pe_dm_armor_2, Dark Matter Leggings
ProjectE:item.pe_dm_armor_3, Dark Matter Boots
ProjectE:item.pe_rm_armor_0, Red Matter Helmet
ProjectE:item.pe_rm_armor_1, Red Matter Chestplate
ProjectE:item.pe_rm_armor_2, Red Matter Leggings
ProjectE:item.pe_rm_armor_3, Red Matter Boots
ProjectE:item.pe_gem_armor_0, Gem Helmet
ProjectE:item.pe_gem_armor_1, Gem Chestplate
ProjectE:item.pe_gem_armor_2, Gem Leggings
ProjectE:item.pe_gem_armor_3, Gem Boots
ProjectE:item.pe_ring_iron_band, Iron Band
ProjectE:item.pe_black_hole:0, Black Hole Band
ProjectE:item.pe_archangel_smite:0, Archangel's Smite
ProjectE:item.pe_harvest_god:0, Harvest Goddess Band
ProjectE:item.pe_ignition:0, Ignition Ring
ProjectE:item.pe_zero_ring, Zero Ring
ProjectE:item.pe_swrg, Swiftwolf's Rending Gale
ProjectE:item.pe_time_watch, Watch of Flowing Time
ProjectE:item.pe_gem_density, Gem of Eternal Density
ProjectE:item.pe_divining_rod_1, Divining Rod (low)
ProjectE:item.pe_divining_rod_2, Divining Rod (medium)
ProjectE:item.pe_divining_rod_3, Divining Rod (high)
ProjectE:item.pe_mercurial_eye, Mercurial Eye
ProjectE:item.pe_void_ring, Void Ring
ProjectE:item.pe_arcana_ring, Ring of Arcana
ProjectE:item.pe_body_stone:0, Body Stone
ProjectE:item.pe_soul_stone:0, Soul Stone
ProjectE:item.pe_mind_stone:0, Mind Stone
ProjectE:item.pe_life_stone:0, Life Stone
ProjectE:item.pe_evertide_amulet, Evertide Amulet
ProjectE:item.pe_volcanite_amulet, Volcanite Amulet
ProjectE:item.pe_water_orb, Water Orb
ProjectE:item.pe_lava_orb, Lava Orb
ProjectE:item.pe_loot_ball, Loot Ball
ProjectE:item.pe_randomizer, Randomizer Orb
ProjectE:item.pe_lens_explosive, Explosive Lens
ProjectE:item.pe_fire_projectile, item.pe_fire_projectile.name
ProjectE:item.pe_wind_projectile, item.pe_wind_projectile.name
ProjectE:item.pe_destruction_catalyst, Destruction Catalyst
ProjectE:item.pe_hyperkinetic_lens, Hyperkinetic Lens
ProjectE:item.pe_catalitic_lens, Catalytic Lens
ProjectE:item.pe_tome, Tome of Knowledge
ProjectE:item.pe_transmutation_tablet, Transmutation Tablet
ProjectE:item.pe_manual, Book of the Alchemist [WIP]
TConstruct:goldHead:0, Golden Head
TConstruct:strangeFood:0, Gelatinous Slime
TConstruct:strangeFood:1, Coagulated Blood
TConstruct:strangeFood:2, Bacon
TConstruct:oreBerries:0, Iron Oreberry
TConstruct:oreBerries:1, Gold Oreberry
TConstruct:oreBerries:2, Copper Oreberry
TConstruct:oreBerries:3, Tin Oreberry
TConstruct:oreBerries:4, Aluminum Oreberry
TConstruct:oreBerries:5, Concentrated Essence Berry
TConstruct:titleIcon:0, Spawn Blue Slime
TConstruct:titleIcon:1, Spawn King Slime
TConstruct:blankPattern:0, Blank Pattern
TConstruct:blankPattern:1, Blank Cast
TConstruct:blankPattern:2, Blank Cast
TConstruct:materials:0, Paper Stack
TConstruct:materials:1, Slime Crystal
TConstruct:materials:2, Seared Brick
TConstruct:materials:3, Cobalt Ingot
TConstruct:materials:4, Ardite Ingot
TConstruct:materials:5, Manyullyn Ingot
TConstruct:materials:6, Ball of Moss
TConstruct:materials:7, Lava Crystal
TConstruct:materials:8, Necrotic Bone
TConstruct:materials:9, Copper Ingot
TConstruct:materials:10, Tin Ingot
TConstruct:materials:11, Aluminum Ingot
TConstruct:materials:12, Raw Aluminum
TConstruct:materials:13, Bronze Ingot
TConstruct:materials:14, Aluminum Brass Ingot
TConstruct:materials:15, Alumite Ingot
TConstruct:materials:16, Steel Ingot
TConstruct:materials:17, Slime Crystal
TConstruct:materials:18, Obsidian Ingot
TConstruct:materials:19, Iron Nugget
TConstruct:materials:20, Copper Nugget
TConstruct:materials:21, Tin Nugget
TConstruct:materials:22, Aluminum Nugget
TConstruct:materials:24, Aluminum Brass Nugget
TConstruct:materials:25, Silky Cloth
TConstruct:materials:26, Silky Jewel
TConstruct:materials:27, Obsidian Nugget
TConstruct:materials:28, Cobalt Nugget
TConstruct:materials:29, Ardite Nugget
TConstruct:materials:30, Manyullyn Nugget
TConstruct:materials:31, Bronze Nugget
TConstruct:materials:32, Alumite Nugget
TConstruct:materials:33, Steel Nugget
TConstruct:materials:34, Pig Iron Ingot
TConstruct:materials:35, Pig Iron Platter
TConstruct:materials:36, Ball of Glue
TConstruct:materials:37, Seared Brick
TConstruct:materials:38, Ardite Dust
TConstruct:materials:39, Cobalt Dust
TConstruct:materials:40, Aluminum Dust
TConstruct:materials:41, Manyullyn Dust
TConstruct:materials:42, Aluminum Brass Dust
TConstruct:woodPattern:1, Tool Rod Pattern
TConstruct:woodPattern:2, Pickaxe Head Pattern
TConstruct:woodPattern:3, Shovel Head Pattern
TConstruct:woodPattern:4, Axe Head Pattern
TConstruct:woodPattern:5, Sword Blade Pattern
TConstruct:woodPattern:6, Wide Guard Pattern
TConstruct:woodPattern:7, Hand Guard Pattern
TConstruct:woodPattern:8, Crossbar Pattern
TConstruct:woodPattern:9, Tool Binding Pattern
TConstruct:woodPattern:10, Pan Pattern
TConstruct:woodPattern:11, Wide Board Pattern
TConstruct:woodPattern:12, Knife Blade Pattern
TConstruct:woodPattern:13, Chisel Head Pattern
TConstruct:woodPattern:14, Tough Rod Pattern
TConstruct:woodPattern:15, Tough Binding Pattern
TConstruct:woodPattern:16, Large Plate Pattern
TConstruct:woodPattern:17, Broadaxe Head Pattern
TConstruct:woodPattern:18, Scythe Head Pattern
TConstruct:woodPattern:19, Excavator Head Pattern
